epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,248.586,1.88369,2.89239,1.65853,0.36953,0.33769,0.27152,0.102,1.96975,2.66326,1.96532,0.000553827,0.000553827,0.000553827
